Industry,Indentation Level,Main Category
"Mining and Logging,400.0,400.0,400.0,333.33,300.0,300.0,300.0,391.67,400.0,466.67,400.0,400.0,500.0,400.0,366.67",3,
"Construction,35375.0,34108.33,35850.0,42591.67,47458.33,52925.0,58625.0,62233.33,67408.33,68125.0,66791.67,70925.0,73875.0,74075.0,39076.67",3,
"Manufacturing,37866.67,38566.67,39441.67,39041.67,40108.33,41250.0,42666.67,42916.67,44508.33,45166.67,42950.0,43650.0,44916.67,45200.0,39005.0",3,
"Durable Goods,26400.0,27458.33,27775.0,27241.67,28450.0,28566.67,29300.0,29116.67,30175.0,30408.33,28508.33,28658.33,29166.67,28608.33,27465.0",4,"Durable Goods,26400.0,27458.33,27775.0,27241.67,28450.0,28566.67,29300.0,29116.67,30175.0,30408.33,28508.33,28658.33,29166.67,28608.33,27465.0"
"Nondurable Goods,11466.67,11108.33,11666.67,11800.0,11658.33,12683.33,13366.67,13800.0,14333.33,14758.33,14441.67,14991.67,15750.0,16591.67,11540.0",4,"Nondurable Goods,11466.67,11108.33,11666.67,11800.0,11658.33,12683.33,13366.67,13800.0,14333.33,14758.33,14441.67,14991.67,15750.0,16591.67,11540.0"
"Service Providing,463158.33,476316.67,485350.0,505475.0,528325.0,550808.33,573950.0,600583.33,623916.67,639833.33,611975.0,646766.67,683375.0,701408.33,491725.0",2,"Nondurable Goods,11466.67,11108.33,11666.67,11800.0,11658.33,12683.33,13366.67,13800.0,14333.33,14758.33,14441.67,14991.67,15750.0,16591.67,11540.0"
"""      Trade, Transportation & Utilities"",117008.33,121591.67,123091.67,129700.0,136350.0,146108.33,152816.67,158941.67,163600.0,169583.33,173191.67,188141.67,197925.0,196683.33,125548.33",0,"Nondurable Goods,11466.67,11108.33,11666.67,11800.0,11658.33,12683.33,13366.67,13800.0,14333.33,14758.33,14441.67,14991.67,15750.0,16591.67,11540.0"
"Wholesale Trade,19091.67,19741.67,20683.33,22375.0,23075.0,23308.33,23816.67,23850.0,24925.0,25566.67,24433.33,25675.0,27333.33,27708.33,20993.33",4,"Wholesale Trade,19091.67,19741.67,20683.33,22375.0,23075.0,23308.33,23816.67,23850.0,24925.0,25566.67,24433.33,25675.0,27333.33,27708.33,20993.33"
"Retail Trade,78525.0,81616.67,81400.0,82408.33,85516.67,88741.67,91625.0,92675.0,92883.33,93758.33,87033.33,91408.33,92491.67,94441.67,81893.33",4,"Retail Trade,78525.0,81616.67,81400.0,82408.33,85516.67,88741.67,91625.0,92675.0,92883.33,93758.33,87033.33,91408.33,92491.67,94441.67,81893.33"
"""        Transportation, Warehousing, and Utilities"",19391.67,20233.33,21008.33,24916.67,27758.33,34058.33,37375.0,42416.67,45791.67,50258.33,61725.0,71058.33,78100.0,74533.33,22661.67",0,"Retail Trade,78525.0,81616.67,81400.0,82408.33,85516.67,88741.67,91625.0,92675.0,92883.33,93758.33,87033.33,91408.33,92491.67,94441.67,81893.33"
"Information,10250.0,7691.67,6391.67,6283.33,6308.33,6366.67,6325.0,6108.33,6183.33,6491.67,5308.33,5325.0,5483.33,5641.67,7385.0",3,"Retail Trade,78525.0,81616.67,81400.0,82408.33,85516.67,88741.67,91625.0,92675.0,92883.33,93758.33,87033.33,91408.33,92491.67,94441.67,81893.33"
"Financial Activities,19258.33,18566.67,19266.67,20008.33,20483.33,20941.67,21416.67,21841.67,22108.33,21600.0,20925.0,21416.67,22533.33,21108.33,19516.67",3,"Retail Trade,78525.0,81616.67,81400.0,82408.33,85516.67,88741.67,91625.0,92675.0,92883.33,93758.33,87033.33,91408.33,92491.67,94441.67,81893.33"
"Finance & Insurance,11075.0,11000.0,11275.0,11633.33,11541.67,11566.67,11716.67,11925.0,11866.67,11158.33,11175.0,10958.33,11541.67,9850.0,11305.0",4,"Finance & Insurance,11075.0,11000.0,11275.0,11633.33,11541.67,11566.67,11716.67,11925.0,11866.67,11158.33,11175.0,10958.33,11541.67,9850.0,11305.0"
"Real Estate & Rental & Leasing,8183.33,7566.67,7991.67,8375.0,8941.67,9375.0,9700.0,9916.67,10241.67,10441.67,9750.0,10458.33,10991.67,11258.33,8211.67",4,"Real Estate & Rental & Leasing,8183.33,7566.67,7991.67,8375.0,8941.67,9375.0,9700.0,9916.67,10241.67,10441.67,9750.0,10458.33,10991.67,11258.33,8211.67"
"Professional and Business Services,50325.0,52283.33,54008.33,57558.33,60916.67,62616.67,65183.33,66558.33,70533.33,73650.0,71500.0,77208.33,78558.33,76283.33,55018.33",3,"Real Estate & Rental & Leasing,8183.33,7566.67,7991.67,8375.0,8941.67,9375.0,9700.0,9916.67,10241.67,10441.67,9750.0,10458.33,10991.67,11258.33,8211.67"
"""        Professional, Scientific & Technical Services"",16058.33,16283.33,17175.0,17516.67,18875.0,19133.33,19016.67,19383.33,20500.0,20991.67,20183.33,21491.67,22283.33,22108.33,17181.67",0,"Real Estate & Rental & Leasing,8183.33,7566.67,7991.67,8375.0,8941.67,9375.0,9700.0,9916.67,10241.67,10441.67,9750.0,10458.33,10991.67,11258.33,8211.67"
"Management of Companies & Enterprises,2900.0,2758.33,2791.67,3116.67,3266.67,2983.33,2958.33,2441.67,2533.33,3075.0,3308.33,3741.67,3775.0,3708.33,2966.67",4,"Management of Companies & Enterprises,2900.0,2758.33,2791.67,3116.67,3266.67,2983.33,2958.33,2441.67,2533.33,3075.0,3308.33,3741.67,3775.0,3708.33,2966.67"
"Administrative and Support and Waste and Remediatio,31366.67,33241.67,34041.67,36925.0,38775.0,40500.0,43208.33,44733.33,47500.0,49583.33,48008.33,51975.0,52500.0,50466.67,34870.0",4,"Administrative and Support and Waste and Remediatio,31366.67,33241.67,34041.67,36925.0,38775.0,40500.0,43208.33,44733.33,47500.0,49583.33,48008.33,51975.0,52500.0,50466.67,34870.0"
"Private Education and Health Services,71158.33,74316.67,78941.67,85500.0,89541.67,95216.67,100158.33,106983.33,114925.0,115300.0,119583.33,124558.33,131683.33,143891.67,79891.67",3,"Administrative and Support and Waste and Remediatio,31366.67,33241.67,34041.67,36925.0,38775.0,40500.0,43208.33,44733.33,47500.0,49583.33,48008.33,51975.0,52500.0,50466.67,34870.0"
"Private Educational Services,5466.67,5591.67,6383.33,6933.33,7358.33,7625.0,8208.33,8166.67,8250.0,8150.0,7700.0,8208.33,9233.33,9691.67,6346.67",4,"Private Educational Services,5466.67,5591.67,6383.33,6933.33,7358.33,7625.0,8208.33,8166.67,8250.0,8150.0,7700.0,8208.33,9233.33,9691.67,6346.67"
"Health Care & Social Assistance,65691.67,68725.0,72558.33,78566.67,82183.33,87591.67,91950.0,98816.67,106675.0,107150.0,111883.33,116350.0,122450.0,134200.0,73545.0",4,"Health Care & Social Assistance,65691.67,68725.0,72558.33,78566.67,82183.33,87591.67,91950.0,98816.67,106675.0,107150.0,111883.33,116350.0,122450.0,134200.0,73545.0"
"Leisure and Hospitality,67675.0,68908.33,72316.67,74958.33,80500.0,83391.67,88216.67,91158.33,93716.67,97800.0,77566.67,88566.67,101133.33,104233.33,72871.67",3,"Health Care & Social Assistance,65691.67,68725.0,72558.33,78566.67,82183.33,87591.67,91950.0,98816.67,106675.0,107150.0,111883.33,116350.0,122450.0,134200.0,73545.0"
"""         Arts, Entertainment, and Recreation"",9858.33,9500.0,9716.67,10041.67,10733.33,10875.0,11308.33,11608.33,12000.0,12716.67,8933.33,11158.33,12775.0,13716.67,9970.0",0,"Health Care & Social Assistance,65691.67,68725.0,72558.33,78566.67,82183.33,87591.67,91950.0,98816.67,106675.0,107150.0,111883.33,116350.0,122450.0,134200.0,73545.0"
"Accommodation & Food Services,57816.67,59408.33,62600.0,64916.67,69766.67,72516.67,76908.33,79550.0,81716.67,85083.33,68633.33,77408.33,88358.33,90516.67,62901.67",4,"Accommodation & Food Services,57816.67,59408.33,62600.0,64916.67,69766.67,72516.67,76908.33,79550.0,81716.67,85083.33,68633.33,77408.33,88358.33,90516.67,62901.67"
"Other Services,18300.0,18758.33,19191.67,20275.0,21558.33,21708.33,22250.0,22575.0,22766.67,23266.67,19883.33,21766.67,24391.67,25491.67,19616.67",3,"Accommodation & Food Services,57816.67,59408.33,62600.0,64916.67,69766.67,72516.67,76908.33,79550.0,81716.67,85083.33,68633.33,77408.33,88358.33,90516.67,62901.67"
"Government,109183.33,114200.0,112141.67,111191.67,112666.67,114458.33,117583.33,126416.67,130083.33,132141.67,124016.67,119783.33,121666.67,128075.0,111876.67",3,"Accommodation & Food Services,57816.67,59408.33,62600.0,64916.67,69766.67,72516.67,76908.33,79550.0,81716.67,85083.33,68633.33,77408.33,88358.33,90516.67,62901.67"
"Federal Government,7625.0,7033.33,6825.0,6833.33,6783.33,6858.33,7066.67,7125.0,7158.33,7258.33,7691.67,7450.0,7450.0,7608.33,7020.0",4,"Federal Government,7625.0,7033.33,6825.0,6833.33,6783.33,6858.33,7066.67,7125.0,7158.33,7258.33,7691.67,7450.0,7450.0,7608.33,7020.0"
"State Government,15908.33,16083.33,15733.33,15766.67,15941.67,16250.0,16966.67,17458.33,17508.33,17575.0,17800.0,16966.67,15183.33,15491.67,15886.67",5,"Federal Government,7625.0,7033.33,6825.0,6833.33,6783.33,6858.33,7066.67,7125.0,7158.33,7258.33,7691.67,7450.0,7450.0,7608.33,7020.0"
"Local Government,85650.0,91083.33,89583.33,88591.67,89941.67,91350.0,93550.0,101833.33,105416.67,107308.33,98525.0,95366.67,99033.33,104975.0,88970.0",5,"Federal Government,7625.0,7033.33,6825.0,6833.33,6783.33,6858.33,7066.67,7125.0,7158.33,7258.33,7691.67,7450.0,7450.0,7608.33,7020.0"
"TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average",0,
"Civilian Labor Force,683833.33,679000.0,679866.67,677850.0,677700.0,684583.33,693958.33,696458.33,704233.33,710500.0,710808.33,718133.33,720308.33,731050.0,713279.17",0,
"Civilian Employment,595483.33,595333.33,607258.33,616883.33,627616.67,643291.67,656366.67,663733.33,676891.67,684050.0,643650.0,668366.67,691500.0,698508.33,662656.25",1,
"Civilian Unemployment,88358.33,83683.33,72608.33,60950.0,50075.0,41275.0,37625.0,32725.0,27325.0,26450.0,67158.33,49758.33,28800.0,32525.0,50606.25",1,
"Civilian Unemployment Rate,0.13,0.12,0.11,0.09,0.07,0.06,0.05,0.05,0.04,0.04,0.09,0.07,0.04,0.04,0.07",0,
"""Total, All Industries"",568525.0,565833.33,576558.33,587783.33,599800.0,621316.67,644008.33,648258.33,665466.67,681866.67,651591.67,678866.67,706441.67,718675.0,579700.0",0,
"Total Farm,2566.67,2466.67,2608.33,2616.67,2608.33,2741.67,2241.67,3233.33,2633.33,2433.33,2366.67,3016.67,3000.0,3358.33,2573.33",1,
"Total Nonfarm,565958.33,563366.67,573950.0,585166.67,597191.67,618575.0,641766.67,645025.0,662833.33,679433.33,649225.0,675850.0,703441.67,715316.67,577126.67",1,
"Goods Producing,42966.67,43100.0,44908.33,48125.0,49933.33,51891.67,54250.0,56741.67,59950.0,63500.0,64166.67,67391.67,69075.0,67800.0,45806.67",2,
"Mining and Logging,66.67,150.0,200.0,191.67,158.33,100.0,175.0,141.67,166.67,200.0,208.33,50.0,58.33,116.67,153.33",3,
"Construction,23525.0,22583.33,23608.33,27083.33,28458.33,30958.33,32933.33,35533.33,38625.0,41516.67,42208.33,44933.33,45633.33,44200.0,25051.66",3,
"Manufacturing,19375.0,20366.67,21100.0,20850.0,21316.67,20833.33,21141.67,21100.0,21150.0,21791.67,21750.0,22408.33,23341.67,23566.67,20601.67",3,
"Durable Goods,12208.33,12933.33,13816.67,13991.67,14216.67,14166.67,13983.33,13775.0,13625.0,14200.0,14366.67,14691.67,15533.33,15566.67,13433.33",4,"Durable Goods,12208.33,12933.33,13816.67,13991.67,14216.67,14166.67,13983.33,13775.0,13625.0,14200.0,14366.67,14691.67,15533.33,15566.67,13433.33"
"Nondurable Goods,7166.67,7433.33,7283.33,6858.33,7100.0,6666.67,7166.67,7325.0,7525.0,7591.67,7383.33,7716.67,7808.33,8016.67,7168.33",4,"Nondurable Goods,7166.67,7433.33,7283.33,6858.33,7100.0,6666.67,7166.67,7325.0,7525.0,7591.67,7383.33,7716.67,7808.33,8016.67,7168.33"
"Service Providing,522991.67,520266.67,529041.67,537041.67,547258.33,566683.33,587516.67,588283.33,602883.33,615933.33,585058.33,608458.33,634366.67,647516.67,531320.0",2,"Nondurable Goods,7166.67,7433.33,7283.33,6858.33,7100.0,6666.67,7166.67,7325.0,7525.0,7591.67,7383.33,7716.67,7808.33,8016.67,7168.33"
"""      Trade, Transportation & Utilities"",81658.33,82700.0,86400.0,87216.67,87533.33,90816.67,94125.0,96100.0,99375.0,99283.33,95183.33,101433.33,105500.0,106325.0,85101.67",0,"Nondurable Goods,7166.67,7433.33,7283.33,6858.33,7100.0,6666.67,7166.67,7325.0,7525.0,7591.67,7383.33,7716.67,7808.33,8016.67,7168.33"
"Wholesale Trade,14133.33,14858.33,15900.0,15458.33,15183.33,15058.33,15666.67,16316.67,17750.0,17275.0,16241.67,16758.33,17725.0,18408.33,15106.66",4,"Wholesale Trade,14133.33,14858.33,15900.0,15458.33,15183.33,15058.33,15666.67,16316.67,17750.0,17275.0,16241.67,16758.33,17725.0,18408.33,15106.66"
"Retail Trade,55600.0,56383.33,58258.33,59041.67,59316.67,62133.33,64100.0,64591.67,64266.67,63175.0,59141.67,62766.67,62866.67,62091.67,57720.0",4,"Retail Trade,55600.0,56383.33,58258.33,59041.67,59316.67,62133.33,64100.0,64591.67,64266.67,63175.0,59141.67,62766.67,62866.67,62091.67,57720.0"
"""        Transportation, Warehousing, and Utilities"",11925.0,11458.33,12241.67,12716.67,13033.33,13625.0,14358.33,15191.67,17358.33,18833.33,19800.0,21908.33,24908.33,25825.0,12275.0",0,"Retail Trade,55600.0,56383.33,58258.33,59041.67,59316.67,62133.33,64100.0,64591.67,64266.67,63175.0,59141.67,62766.67,62866.67,62091.67,57720.0"
"Information,13241.67,12600.0,11775.0,11000.0,10166.67,10016.67,9675.0,8500.0,8400.0,7966.67,6908.33,6883.33,7150.0,6641.67,11756.67",3,"Retail Trade,55600.0,56383.33,58258.33,59041.67,59316.67,62133.33,64100.0,64591.67,64266.67,63175.0,59141.67,62766.67,62866.67,62091.67,57720.0"
"Financial Activities,32100.0,30566.67,31250.0,31533.33,31166.67,32691.67,33158.33,33350.0,33233.33,33358.33,33041.67,32816.67,32725.0,30291.67,31323.33",3,"Retail Trade,55600.0,56383.33,58258.33,59041.67,59316.67,62133.33,64100.0,64591.67,64266.67,63175.0,59141.67,62766.67,62866.67,62091.67,57720.0"
"Finance & Insurance,24800.0,23166.67,23491.67,23533.33,23016.67,24358.33,24483.33,24200.0,23808.33,23816.67,23658.33,23191.67,22575.0,20808.33,23601.67",4,"Finance & Insurance,24800.0,23166.67,23491.67,23533.33,23016.67,24358.33,24483.33,24200.0,23808.33,23816.67,23658.33,23191.67,22575.0,20808.33,23601.67"
"Real Estate & Rental & Leasing,7300.0,7400.0,7758.33,8000.0,8150.0,8333.33,8675.0,9141.67,9400.0,9541.67,9383.33,9625.0,10150.0,9483.33,7721.67",4,"Real Estate & Rental & Leasing,7300.0,7400.0,7758.33,8000.0,8150.0,8333.33,8675.0,9141.67,9400.0,9541.67,9383.33,9625.0,10150.0,9483.33,7721.67"
"Professional and Business Services,76716.67,78275.0,83900.0,86133.33,88100.0,88408.33,94408.33,94850.0,95966.67,98850.0,95466.67,100816.67,99458.33,95116.67,82625.0",3,"Real Estate & Rental & Leasing,7300.0,7400.0,7758.33,8000.0,8150.0,8333.33,8675.0,9141.67,9400.0,9541.67,9383.33,9625.0,10150.0,9483.33,7721.67"
"""        Professional, Scientific & Technical Services"",38633.33,37791.67,37850.0,37708.33,38325.0,39225.0,40416.67,40283.33,40700.0,42475.0,42775.0,46783.33,43875.0,43941.67,38061.67",0,"Real Estate & Rental & Leasing,7300.0,7400.0,7758.33,8000.0,8150.0,8333.33,8675.0,9141.67,9400.0,9541.67,9383.33,9625.0,10150.0,9483.33,7721.67"
"Management of Companies & Enterprises,7408.33,7166.67,7208.33,7716.67,7633.33,7591.67,7950.0,9183.33,9991.67,10158.33,10050.0,10191.67,9525.0,9233.33,7426.67",4,"Management of Companies & Enterprises,7408.33,7166.67,7208.33,7716.67,7633.33,7591.67,7950.0,9183.33,9991.67,10158.33,10050.0,10191.67,9525.0,9233.33,7426.67"
"Administrative and Support and Waste and Remediatio,30675.0,33316.67,38841.67,40708.33,42141.67,41591.67,46041.67,45400.0,45275.0,46191.67,42641.67,43875.0,46066.67,41925.0,37136.67",4,"Administrative and Support and Waste and Remediatio,30675.0,33316.67,38841.67,40708.33,42141.67,41591.67,46041.67,45400.0,45275.0,46191.67,42641.67,43875.0,46066.67,41925.0,37136.67"
"Private Education and Health Services,86416.67,87000.0,88375.0,91158.33,93266.67,101950.0,109491.67,106833.33,112166.67,116583.33,115550.0,118716.67,123175.0,132116.67,89243.33",3,"Administrative and Support and Waste and Remediatio,30675.0,33316.67,38841.67,40708.33,42141.67,41591.67,46041.67,45400.0,45275.0,46191.67,42641.67,43875.0,46066.67,41925.0,37136.67"
"Leisure and Hospitality,48483.33,49541.67,51325.0,53708.33,55975.0,58691.67,60833.33,62541.67,65216.67,67708.33,50641.67,55933.33,65425.0,67950.0,51806.67",3,"Administrative and Support and Waste and Remediatio,30675.0,33316.67,38841.67,40708.33,42141.67,41591.67,46041.67,45400.0,45275.0,46191.67,42641.67,43875.0,46066.67,41925.0,37136.67"
"""         Arts, Entertainment, and Recreation"",7266.67,7516.67,7633.33,7675.0,7566.67,7625.0,8258.33,8300.0,8633.33,9158.33,5291.67,6050.0,8441.67,10266.67,7531.67",0,"Administrative and Support and Waste and Remediatio,30675.0,33316.67,38841.67,40708.33,42141.67,41591.67,46041.67,45400.0,45275.0,46191.67,42641.67,43875.0,46066.67,41925.0,37136.67"
"Accommodation & Food Services,41216.67,42025.0,43691.67,46033.33,48408.33,51066.67,52575.0,54233.33,56600.0,58550.0,45350.0,49883.33,56983.33,57683.33,44275.0",4,"Accommodation & Food Services,41216.67,42025.0,43691.67,46033.33,48408.33,51066.67,52575.0,54233.33,56600.0,58550.0,45350.0,49883.33,56983.33,57683.33,44275.0"
"Other Services,20058.33,19675.0,19633.33,19550.0,20316.67,20833.33,21166.67,22358.33,23250.0,24058.33,21158.33,22091.67,24066.67,25533.33,19846.67",3,"Accommodation & Food Services,41216.67,42025.0,43691.67,46033.33,48408.33,51066.67,52575.0,54233.33,56600.0,58550.0,45350.0,49883.33,56983.33,57683.33,44275.0"
"Government,164316.67,159908.33,156383.33,156741.67,160733.33,163275.0,164658.33,163750.0,165275.0,168125.0,167108.33,169766.67,176866.67,183541.67,159616.67",3,"Accommodation & Food Services,41216.67,42025.0,43691.67,46033.33,48408.33,51066.67,52575.0,54233.33,56600.0,58550.0,45350.0,49883.33,56983.33,57683.33,44275.0"
"Federal Government,10625.0,10158.33,9983.33,9758.33,9850.0,10016.67,10233.33,10383.33,10391.67,10508.33,10966.67,10716.67,10583.33,10658.33,10075.0",4,"Federal Government,10625.0,10158.33,9983.33,9758.33,9850.0,10016.67,10233.33,10383.33,10391.67,10508.33,10966.67,10716.67,10583.33,10658.33,10075.0"
"State Government,85300.0,83950.0,82358.33,83550.0,86483.33,87900.0,88050.0,89408.33,90775.0,92358.33,94708.33,98350.0,102150.0,105441.67,84328.33",5,"Federal Government,10625.0,10158.33,9983.33,9758.33,9850.0,10016.67,10233.33,10383.33,10391.67,10508.33,10966.67,10716.67,10583.33,10658.33,10075.0"
"Local Government,68391.67,65800.0,64041.67,63433.33,64400.0,65358.33,66375.0,63958.33,64108.33,65258.33,61433.33,60700.0,64133.33,67441.67,65213.33",5,"Federal Government,10625.0,10158.33,9983.33,9758.33,9850.0,10016.67,10233.33,10383.33,10391.67,10508.33,10966.67,10716.67,10583.33,10658.33,10075.0"
"TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average",0,
"Civilian Labor Force,27958.33,28250.0,28625.0,28808.33,29125.0,29750.0,30450.0,30591.67,31200.0,32266.67,32541.67,31750.0,32233.33,32400.0,30705.56",0,
"Civilian Employment,23608.33,24075.0,24833.33,25566.67,26366.67,27483.33,28383.33,28808.33,29616.67,30650.0,29325.0,29450.0,30583.33,30483.33,27862.5",1,
"Civilian Unemployment,4333.33,4158.33,3791.67,3250.0,2750.0,2266.67,2033.33,1775.0,1591.67,1616.67,3225.0,2316.67,1641.67,1925.0,2840.28",1,
"Civilian Unemployment Rate,0.15,0.15,0.13,0.11,0.09,0.08,0.07,0.06,0.05,0.05,0.1,0.07,0.05,0.06,0.09",0,
"""Total, All Industries"",14316.67,14241.67,14550.0,15483.33,16116.67,16058.33,16716.67,17008.33,17141.67,17583.33,16650.0,17458.33,18166.67,18108.33,14941.67",0,
"Total Farm,1633.33,1591.67,1541.67,1675.0,1783.33,1841.67,2108.33,2233.33,2275.0,2358.33,2191.67,1983.33,1808.33,1700.0,1645.0",1,
"Total Nonfarm,12683.33,12650.0,13008.33,13808.33,14333.33,14216.67,14608.33,14775.0,14866.67,15225.0,14458.33,15475.0,16358.33,16408.33,13296.66",1,
"Goods Producing,3316.67,3383.33,3391.67,3491.67,3658.33,3258.33,3433.33,4783.33,4950.0,4775.0,4341.67,4625.0,4925.0,4816.67,3448.33",2,
"Mining and Logging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,
"Construction,808.33,725.0,716.67,816.67,891.67,1066.67,1216.67,1458.33,1600.0,1625.0,1541.67,1575.0,1641.67,1575.0,791.67",3,
"Manufacturing,2508.33,2658.33,2675.0,2675.0,2766.67,2191.67,2216.67,3325.0,3350.0,3150.0,2800.0,3050.0,3283.33,3241.67,2656.67",3,
"Durable Goods,966.67,983.33,875.0,950.0,1000.0,1091.67,1100.0,991.67,1050.0,941.67,816.67,983.33,1091.67,1100.0,955.0",4,"Durable Goods,966.67,983.33,875.0,950.0,1000.0,1091.67,1100.0,991.67,1050.0,941.67,816.67,983.33,1091.67,1100.0,955.0"
"Nondurable Goods,1541.67,1675.0,1800.0,1725.0,1766.67,1100.0,1116.67,2333.33,2300.0,2208.33,1983.33,2066.67,2191.67,2141.67,1701.67",4,"Nondurable Goods,1541.67,1675.0,1800.0,1725.0,1766.67,1100.0,1116.67,2333.33,2300.0,2208.33,1983.33,2066.67,2191.67,2141.67,1701.67"
"Service Providing,9366.67,9266.67,9616.67,10316.67,10675.0,10958.33,11175.0,9991.67,9916.67,10450.0,10116.67,10850.0,11433.33,11591.67,9848.34",2,"Nondurable Goods,1541.67,1675.0,1800.0,1725.0,1766.67,1100.0,1116.67,2333.33,2300.0,2208.33,1983.33,2066.67,2191.67,2141.67,1701.67"
"""      Trade, Transportation & Utilities"",2675.0,2750.0,2875.0,3166.67,3308.33,3525.0,3541.67,2150.0,2133.33,2233.33,2075.0,2250.0,2483.33,2583.33,2955.0",0,"Nondurable Goods,1541.67,1675.0,1800.0,1725.0,1766.67,1100.0,1116.67,2333.33,2300.0,2208.33,1983.33,2066.67,2191.67,2141.67,1701.67"
"Wholesale Trade,358.33,316.67,366.67,383.33,316.67,400.0,400.0,308.33,333.33,375.0,341.67,391.67,400.0,400.0,348.33",4,"Wholesale Trade,358.33,316.67,366.67,383.33,316.67,400.0,400.0,308.33,333.33,375.0,341.67,391.67,400.0,400.0,348.33"
"Retail Trade,2016.67,2150.0,2216.67,2358.33,2541.67,2633.33,2641.67,1341.67,1300.0,1358.33,1275.0,1358.33,1483.33,1600.0,2256.67",4,"Retail Trade,2016.67,2150.0,2216.67,2358.33,2541.67,2633.33,2641.67,1341.67,1300.0,1358.33,1275.0,1358.33,1483.33,1600.0,2256.67"
"""        Transportation, Warehousing, and Utilities"",300.0,283.33,291.67,425.0,450.0,491.67,500.0,500.0,500.0,500.0,458.33,500.0,600.0,583.33,350.0",0,"Retail Trade,2016.67,2150.0,2216.67,2358.33,2541.67,2633.33,2641.67,1341.67,1300.0,1358.33,1275.0,1358.33,1483.33,1600.0,2256.67"
"Information,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0",3,"Retail Trade,2016.67,2150.0,2216.67,2358.33,2541.67,2633.33,2641.67,1341.67,1300.0,1358.33,1275.0,1358.33,1483.33,1600.0,2256.67"
"Financial Activities,300.0,300.0,300.0,375.0,375.0,375.0,400.0,300.0,300.0,300.0,308.33,375.0,333.33,300.0,330.0",3,"Retail Trade,2016.67,2150.0,2216.67,2358.33,2541.67,2633.33,2641.67,1341.67,1300.0,1358.33,1275.0,1358.33,1483.33,1600.0,2256.67"
"Finance & Insurance,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0",4,"Finance & Insurance,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0"
"Real Estate & Rental & Leasing,100.0,100.0,100.0,175.0,175.0,175.0,200.0,100.0,100.0,100.0,108.33,175.0,133.33,100.0,130.0",4,"Real Estate & Rental & Leasing,100.0,100.0,100.0,175.0,175.0,175.0,200.0,100.0,100.0,100.0,108.33,175.0,133.33,100.0,130.0"
"Professional and Business Services,691.67,683.33,941.67,1100.0,1175.0,1075.0,1100.0,1208.33,1116.67,1200.0,1275.0,1400.0,1441.67,1258.33,918.33",3,"Real Estate & Rental & Leasing,100.0,100.0,100.0,175.0,175.0,175.0,200.0,100.0,100.0,100.0,108.33,175.0,133.33,100.0,130.0"
"""        Professional, Scientific & Technical Services"",216.67,208.33,241.67,391.67,458.33,400.0,400.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,303.33",0,"Real Estate & Rental & Leasing,100.0,100.0,100.0,175.0,175.0,175.0,200.0,100.0,100.0,100.0,108.33,175.0,133.33,100.0,130.0"
"Management of Companies & Enterprises,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,"Management of Companies & Enterprises,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
"Administrative and Support and Waste and Remediatio,475.0,475.0,700.0,708.33,716.67,675.0,700.0,908.33,816.67,900.0,975.0,1100.0,1141.67,958.33,615.0",4,"Administrative and Support and Waste and Remediatio,475.0,475.0,700.0,708.33,716.67,675.0,700.0,908.33,816.67,900.0,975.0,1100.0,1141.67,958.33,615.0"
"Private Education and Health Services,1091.67,1058.33,1100.0,1200.0,1291.67,1366.67,1475.0,1425.0,1425.0,1516.67,1475.0,1491.67,1550.0,1700.0,1148.33",3,"Administrative and Support and Waste and Remediatio,475.0,475.0,700.0,708.33,716.67,675.0,700.0,908.33,816.67,900.0,975.0,1100.0,1141.67,958.33,615.0"
"Private Educational Services,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0",4,"Private Educational Services,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0"
"Health Care & Social Assistance,991.67,958.33,1000.0,1100.0,1191.67,1266.67,1375.0,1325.0,1325.0,1416.67,1375.0,1391.67,1450.0,1600.0,1048.33",4,"Health Care & Social Assistance,991.67,958.33,1000.0,1100.0,1191.67,1266.67,1375.0,1325.0,1325.0,1416.67,1375.0,1391.67,1450.0,1600.0,1048.33"
